source,url,description,concepts,,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434F7,"Interpret a fraction as division of the numerator by the denominator (a/b = a ï¿½ï¿½ b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to represent the problem.","[{""text"":""Division"",""relevance"":""0.950423"",""dbpedia"":""http://dbpedia.org/resource/Division_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0f1xw"",""yago"":""http://yago-knowledge.org/resource/Division_(mathematics)""},{""text"":""Fraction"",""relevance"":""0.849207"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Number"",""relevance"":""0.84387"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Divisor"",""relevance"":""0.810567"",""dbpedia"":""http://dbpedia.org/resource/Divisor"",""freebase"":""http://rdf.freebase.com/ns/m.0d551""},{""text"":""Elementary arithmetic"",""relevance"":""0.801098"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434FA,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem.","[{""text"":""Number"",""relevance"":""0.966226"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434CF,"Understand the concept of a unit rate a/b associated with a ratio a:b with b ï¿½ï¿½ï¿½ 0, and use rate language in the context of a ratio relationship.","[{""text"":""Philosophy of language"",""relevance"":""0.902778"",""dbpedia"":""http://dbpedia.org/resource/Philosophy_of_language"",""freebase"":""http://rdf.freebase.com/ns/m.0gt_cw"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv1M5cpwpEbGdrcN5Y29ycA""},{""text"":""Cognition"",""relevance"":""0.869052"",""dbpedia"":""http://dbpedia.org/resource/Cognition"",""freebase"":""http://rdf.freebase.com/ns/m.0qlwm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4r2wb56Mb4EdmAAAACs6hRjg""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434CE,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,"[{""text"":""Cognition"",""relevance"":""0.902999"",""dbpedia"":""http://dbpedia.org/resource/Cognition"",""freebase"":""http://rdf.freebase.com/ns/m.0qlwm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4r2wb56Mb4EdmAAAACs6hRjg""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434FB,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.,"[{""text"":""Fraction"",""relevance"":""0.920983"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Division"",""relevance"":""0.90788"",""dbpedia"":""http://dbpedia.org/resource/Division_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0f1xw"",""yago"":""http://yago-knowledge.org/resource/Division_(mathematics)""},{""text"":""Elementary arithmetic"",""relevance"":""0.776887"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Group"",""relevance"":""0.702651"",""dbpedia"":""http://dbpedia.org/resource/Group_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.04xl4""},{""text"":""Egyptian fraction"",""relevance"":""0.68"",""dbpedia"":""http://dbpedia.org/resource/Egyptian_fraction"",""freebase"":""http://rdf.freebase.com/ns/m.01xjxx""},{""text"":""Number"",""relevance"":""0.6608"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D0,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.","[{""text"":""Elementary mathematics"",""relevance"":""0.927174"",""dbpedia"":""http://dbpedia.org/resource/Elementary_mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.05vyrc""},{""text"":""Mathematics"",""relevance"":""0.858659"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Problem solving"",""relevance"":""0.765243"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""},{""text"":""Euclid's Elements"",""relevance"":""0.761452"",""dbpedia"":""http://dbpedia.org/resource/Euclid's_Elements"",""freebase"":""http://rdf.freebase.com/ns/m.01kcpv"",""yago"":""http://yago-knowledge.org/resource/Euclid's_Elements""},{""text"":""Real number"",""relevance"":""0.754161"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Algebra"",""relevance"":""0.644326"",""dbpedia"":""http://dbpedia.org/resource/Algebra"",""freebase"":""http://rdf.freebase.com/ns/m.0pmb"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvpwCDJwpEbGdrcN5Y29ycA""},{""text"":""Ratio"",""relevance"":""0.6141"",""dbpedia"":""http://dbpedia.org/resource/Ratio"",""freebase"":""http://rdf.freebase.com/ns/m.0m1mr"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rxgFnmCzmQdibecNxmrN_eA""},{""text"":""Ratios"",""relevance"":""0.5865"",""dbpedia"":""http://dbpedia.org/resource/Ratios""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114350E,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units.","[{""text"":""Units of measurement"",""relevance"":""0.970145"",""website"":""http://www.bipm.org/en/si"",""dbpedia"":""http://dbpedia.org/resource/Units_of_measurement"",""freebase"":""http://rdf.freebase.com/ns/m.02sql7"",""yago"":""http://yago-knowledge.org/resource/Units_of_measurement""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114350F,Recognize and represent proportional relationships between quantities.,[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D2,Fluently divide multi-digit numbers using the standard algorithm.,"[{""text"":""Standardization"",""relevance"":""0.850454"",""dbpedia"":""http://dbpedia.org/resource/Standardization"",""freebase"":""http://rdf.freebase.com/ns/m.06qt6"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv0zsAZwpEbGdrcN5Y29ycA""},{""text"":""Divide and conquer algorithm"",""relevance"":""0.804934"",""dbpedia"":""http://dbpedia.org/resource/Divide_and_conquer_algorithm"",""freebase"":""http://rdf.freebase.com/ns/m.01cktl""},{""text"":""Algorithm"",""relevance"":""0.801432"",""dbpedia"":""http://dbpedia.org/resource/Algorithm"",""freebase"":""http://rdf.freebase.com/ns/m.0jpv"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjuaJwpEbGdrcN5Y29ycA""},{""text"":""Sing Tao Daily"",""relevance"":""0.752111"",""website"":""http://www.singtao.com"",""dbpedia"":""http://dbpedia.org/resource/Sing_Tao_Daily"",""freebase"":""http://rdf.freebase.com/ns/m.01yrn5"",""yago"":""http://yago-knowledge.org/resource/Sing_Tao_Daily""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.","[{""text"":""Problem solving"",""relevance"":""0.915043"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""},{""text"":""Division"",""relevance"":""0.909247"",""dbpedia"":""http://dbpedia.org/resource/Division_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0f1xw"",""yago"":""http://yago-knowledge.org/resource/Division_(mathematics)""},{""text"":""Fraction"",""relevance"":""0.879882"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Divisor"",""relevance"":""0.821922"",""dbpedia"":""http://dbpedia.org/resource/Divisor"",""freebase"":""http://rdf.freebase.com/ns/m.0d551""},{""text"":""Elementary arithmetic"",""relevance"":""0.802039"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Division"",""relevance"":""0.708074"",""dbpedia"":""http://dbpedia.org/resource/Division""},{""text"":""Multiplicative inverse"",""relevance"":""0.682918"",""dbpedia"":""http://dbpedia.org/resource/Multiplicative_inverse"",""freebase"":""http://rdf.freebase.com/ns/m.01hg41""},{""text"":""Problem"",""relevance"":""0.644805"",""dbpedia"":""http://dbpedia.org/resource/Problem"",""freebase"":""http://rdf.freebase.com/ns/m.02w2kh""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143510,Use proportional relationships to solve multistep ratio and percent problems.,"[{""text"":""Problem solving"",""relevance"":""0.895888"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.","[{""text"":""Addition"",""relevance"":""0.9477"",""dbpedia"":""http://dbpedia.org/resource/Addition"",""freebase"":""http://rdf.freebase.com/ns/m.0gmqy""},{""text"":""Elementary arithmetic"",""relevance"":""0.839464"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Multiplication"",""relevance"":""0.663"",""dbpedia"":""http://dbpedia.org/resource/Multiplication"",""freebase"":""http://rdf.freebase.com/ns/m.057mq""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1ï¿½ï¿½ï¿½100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,"[{""text"":""Greatest common divisor"",""relevance"":""0.975832"",""dbpedia"":""http://dbpedia.org/resource/Greatest_common_divisor"",""freebase"":""http://rdf.freebase.com/ns/m.037rc""},{""text"":""Arithmetic"",""relevance"":""0.808179"",""dbpedia"":""http://dbpedia.org/resource/Arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.013sg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVil8pwpEbGdrcN5Y29ycA""},{""text"":""Least common multiple"",""relevance"":""0.63943"",""dbpedia"":""http://dbpedia.org/resource/Least_common_multiple"",""freebase"":""http://rdf.freebase.com/ns/m.04kgk""},{""text"":""Distributivity"",""relevance"":""0.591974"",""dbpedia"":""http://dbpedia.org/resource/Distributivity""},{""text"":""Integer"",""relevance"":""0.590775"",""dbpedia"":""http://dbpedia.org/resource/Integer"",""freebase"":""http://rdf.freebase.com/ns/m.03rv4"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVieEpwpEbGdrcN5Y29ycA""},{""text"":""Addition"",""relevance"":""0.589394"",""dbpedia"":""http://dbpedia.org/resource/Addition"",""freebase"":""http://rdf.freebase.com/ns/m.0gmqy""},{""text"":""Divisor"",""relevance"":""0.516541"",""dbpedia"":""http://dbpedia.org/resource/Divisor"",""freebase"":""http://rdf.freebase.com/ns/m.0d551""},{""text"":""Elementary arithmetic"",""relevance"":""0.483329"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.","[{""text"":""Electric charge"",""relevance"":""0.961201"",""dbpedia"":""http://dbpedia.org/resource/Electric_charge"",""freebase"":""http://rdf.freebase.com/ns/m.02nxz"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVkF25wpEbGdrcN5Y29ycA""},{""text"":""Addition"",""relevance"":""0.925907"",""dbpedia"":""http://dbpedia.org/resource/Addition"",""freebase"":""http://rdf.freebase.com/ns/m.0gmqy""},{""text"":""0"",""relevance"":""0.835677"",""dbpedia"":""http://dbpedia.org/resource/0_(number)"",""freebase"":""http://rdf.freebase.com/ns/m.089n7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4r2A28ECpeQdeKe9sqeht30A"",""yago"":""http://yago-knowledge.org/resource/0_(number)""},{""text"":""Integer"",""relevance"":""0.78725"",""dbpedia"":""http://dbpedia.org/resource/Integer"",""freebase"":""http://rdf.freebase.com/ns/m.03rv4"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVieEpwpEbGdrcN5Y29ycA""},{""text"":""Real number"",""relevance"":""0.739581"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Counting rods"",""relevance"":""0.725154"",""dbpedia"":""http://dbpedia.org/resource/Counting_rods"",""freebase"":""http://rdf.freebase.com/ns/m.0qnb0"",""yago"":""http://yago-knowledge.org/resource/Counting_rods""},{""text"":""Meaning of life"",""relevance"":""0.718918"",""dbpedia"":""http://dbpedia.org/resource/Meaning_of_life"",""freebase"":""http://rdf.freebase.com/ns/m.053gn"",""yago"":""http://yago-knowledge.org/resource/Meaning_of_life""},{""text"":""Negative and non-negative numbers"",""relevance"":""0.697304"",""dbpedia"":""http://dbpedia.org/resource/Negative_and_non-negative_numbers"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv2r7MpwpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,"[{""text"":""Real number"",""relevance"":""0.980745"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Euclidean geometry"",""relevance"":""0.80387"",""dbpedia"":""http://dbpedia.org/resource/Euclidean_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.02kvn""},{""text"":""Analytic geometry"",""relevance"":""0.696927"",""dbpedia"":""http://dbpedia.org/resource/Analytic_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.0xmb""},{""text"":""Integer"",""relevance"":""0.640153"",""dbpedia"":""http://dbpedia.org/resource/Integer"",""freebase"":""http://rdf.freebase.com/ns/m.03rv4"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVieEpwpEbGdrcN5Y29ycA""},{""text"":""Plane"",""relevance"":""0.562589"",""dbpedia"":""http://dbpedia.org/resource/Plane_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.0lf8p""},{""text"":""Line"",""relevance"":""0.541852"",""dbpedia"":""http://dbpedia.org/resource/Line_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.03scnj""},{""text"":""Perpendicular"",""relevance"":""0.524252"",""dbpedia"":""http://dbpedia.org/resource/Perpendicular"",""freebase"":""http://rdf.freebase.com/ns/m.0k6gz""},{""text"":""Polar coordinate system"",""relevance"":""0.518727"",""dbpedia"":""http://dbpedia.org/resource/Polar_coordinate_system"",""freebase"":""http://rdf.freebase.com/ns/m.068sn"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv0y055wpEbGdrcN5Y29ycA"",""yago"":""http://yago-knowledge.org/resource/Polar_coordinate_system""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D7,Understand ordering and absolute value of rational numbers.,[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434D8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,"[{""text"":""Analytic geometry"",""relevance"":""0.950354"",""dbpedia"":""http://dbpedia.org/resource/Analytic_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.0xmb""},{""text"":""Elementary mathematics"",""relevance"":""0.723174"",""dbpedia"":""http://dbpedia.org/resource/Elementary_mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.05vyrc""},{""text"":""Polar coordinate system"",""relevance"":""0.707354"",""dbpedia"":""http://dbpedia.org/resource/Polar_coordinate_system"",""freebase"":""http://rdf.freebase.com/ns/m.068sn"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv0y055wpEbGdrcN5Y29ycA"",""yago"":""http://yago-knowledge.org/resource/Polar_coordinate_system""},{""text"":""Geometry"",""relevance"":""0.653499"",""dbpedia"":""http://dbpedia.org/resource/Geometry"",""freebase"":""http://rdf.freebase.com/ns/m.025x7g_"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvgcAf5wpEbGdrcN5Y29ycA""},{""text"":""Coordinate systems"",""relevance"":""0.628675"",""dbpedia"":""http://dbpedia.org/resource/Coordinate_systems""},{""text"":""Real number"",""relevance"":""0.606418"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Coordinate system"",""relevance"":""0.534"",""dbpedia"":""http://dbpedia.org/resource/Coordinate_system"",""freebase"":""http://rdf.freebase.com/ns/m.0l1sh"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv21MfpwpEbGdrcN5Y29ycA""},{""text"":""Absolute value"",""relevance"":""0.5196"",""dbpedia"":""http://dbpedia.org/resource/Absolute_value"",""freebase"":""http://rdf.freebase.com/ns/m.0lg9""}]",,,,,,
